edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
17.0,5,13.37,9.81,16.44,12.56,1,92.6,1,0,2,0,88.9,0,13.3,0,2,3,3,2,0,0,20.8,0,0.2,5.0,3,4,4,0,0,8.2,0,1,0
16.0,4,7.91,7.34,7.67,7.3,7,68.8,5,8,3,1,49.2,0,8.1,2,0,3,1,3,3,0,20.8,1,0.75,2.0,3,2,4,1,2,5.8,0,1,1
15.0,4,12.53,7.36,8.07,9.7,0,73.8,3,7,1,1,24.3,0,5.6,2,0,0,1,3,0,1,20.8,0,1.97,3.0,4,2,5,1,2,7.4,0,0,0
16.0,4,17.04,11.33,12.49,12.3,3,76.7,8,5,1,2,80.4,0,10.2,0,0,0,2,4,4,0,20.8,1,2.65,3.0,3,2,1,0,2,7.5,0,1,1
14.0,2,11.14,10.7,6.86,9.83,4,88.4,7,5,1,2,69.3,0,12.9,1,1,0,2,3,0,0,20.8,1,1.23,3.0,3,3,2,0,2,7.3,0,1,0
16.0,4,16.88,16.01,16.19,17.01,2,93.0,5,1,1,0,87.8,0,9.2,0,1,0,1,2,3,1,27.8,1,0.77,4.0,4,3,4,0,0,7.3,0,0,0
13.0,1,16.35,10.84,13.34,13.64,1,83.3,4,4,1,0,87.1,0,9.6,0,0,3,0,2,3,0,20.8,1,1.0,5.0,2,5,5,0,0,6.7,0,0,0
12.0,1,10.3,10.96,10.82,9.86,1,66.3,6,3,0,0,79.1,0,7.8,1,0,0,3,3,1,0,20.8,0,0.69,2.0,2,2,3,0,0,7.3,0,0,0
14.0,3,16.52,11.27,16.15,14.92,0,81.2,1,3,2,2,69.6,1,10.1,0,1,3,1,2,0,0,20.8,1,0.27,2.0,4,3,2,0,1,8.4,0,0,0
13.0,1,10.75,15.33,16.94,14.25,1,85.8,6,9,1,2,69.6,1,9.6,1,1,0,2,3,3,0,20.8,1,9.23,3.0,3,3,3,1,2,5.9,0,0,1
14.0,2,10.81,9.21,12.7,11.35,1,63.1,7,5,0,2,45.4,0,10.4,1,0,0,0,3,3,0,20.8,0,0.83,3.0,4,3,4,0,2,4.0,1,1,0
15.0,3,9.36,6.82,9.95,9.39,8,71.8,10,11,0,1,62.6,0,0.0,2,1,0,3,3,3,0,20.8,1,2.79,3.0,3,1,5,1,2,4.9,0,0,1
12.0,1,12.59,14.5,14.15,13.82,1,78.7,3,0,1,2,91.3,0,18.0,1,0,3,3,2,1,0,20.8,1,7.62,5.0,2,2,5,0,2,7.4,0,0,1
16.0,5,11.81,10.19,8.46,10.0,2,69.4,11,1,1,2,69.6,0,3.6,0,1,0,0,3,1,0,20.8,1,1.16,2.0,4,5,1,1,2,5.8,0,1,0
14.0,2,14.95,15.42,20.0,16.68,0,93.6,2,0,1,0,90.7,0,8.1,0,0,3,1,2,3,0,20.8,1,6.16,5.0,3,5,5,0,0,7.6,0,1,0
14.0,2,9.9,12.3,14.97,11.66,0,68.1,6,9,2,2,59.2,0,9.3,1,0,3,2,3,1,0,20.8,1,3.33,4.0,3,3,3,1,1,4.5,0,0,0
14.0,2,9.54,11.84,14.6,11.7,1,59.1,10,8,0,1,72.3,1,6.3,2,1,1,1,1,3,1,23.2,0,0.1,4.0,4,4,4,1,1,5.8,0,1,0
16.0,5,4.84,4.16,7.25,5.45,5,63.1,12,8,0,1,55.3,0,0.0,2,1,1,1,1,3,0,20.8,0,2.24,2.0,5,3,2,0,1,5.1,0,0,1
14.0,2,10.62,7.77,6.57,9.41,3,67.4,8,19,0,1,50.1,0,6.6,2,1,3,2,1,1,0,20.8,1,1.47,5.0,5,3,3,0,2,4.7,1,0,0
14.0,3,9.96,8.26,8.23,8.71,5,66.0,7,10,0,1,69.6,0,5.1,1,1,3,0,1,3,0,20.8,1,0.1,2.0,3,3,4,0,2,5.9,0,0,0
13.0,2,9.26,12.01,8.61,9.68,3,62.0,9,6,2,2,67.9,0,11.5,1,1,0,2,2,1,1,22.5,1,0.65,3.0,3,1,4,0,2,6.8,0,0,0
16.0,4,10.68,10.38,7.84,9.41,3,75.6,8,8,0,1,27.2,1,8.9,2,1,1,0,1,2,0,20.8,0,8.04,3.0,4,3,2,1,1,7.2,0,0,0
16.0,4,12.5,10.67,9.91,11.05,2,71.5,6,7,1,2,73.6,0,7.6,1,2,0,1,2,1,0,20.8,1,1.28,2.0,4,2,3,1,0,6.0,0,0,0
15.0,3,10.81,12.59,15.93,13.73,2,75.4,7,2,1,2,66.3,0,10.2,1,1,2,1,2,1,0,20.8,0,0.71,3.0,4,4,2,1,2,6.9,0,0,1
16.0,5,8.51,9.2,10.11,8.88,2,53.3,11,6,0,1,67.1,0,8.1,2,1,1,0,3,3,1,18.0,1,1.89,3.0,4,3,5,0,2,7.0,0,0,0
14.0,2,12.1,17.28,11.94,15.11,2,80.6,4,4,1,0,75.6,0,8.5,1,1,0,1,3,4,1,20.1,1,2.18,3.0,2,2,3,0,1,7.3,0,0,0
15.0,4,4.73,11.98,6.83,7.67,2,66.5,5,7,0,1,41.6,0,0.0,1,1,2,1,3,1,0,20.8,1,0.86,3.0,5,3,4,0,3,4.6,0,0,1
15.0,3,3.88,9.14,10.06,7.51,1,82.1,5,10,1,2,45.7,0,7.9,1,1,0,3,3,1,0,20.8,1,7.96,4.0,3,3,2,1,2,5.2,0,0,1
16.0,5,4.87,7.18,8.24,6.24,1,101.3,10,10,1,2,39.1,1,0.0,2,0,0,2,1,3,1,27.2,0,0.43,1.0,3,1,4,0,1,6.7,0,0,0
16.0,4,12.27,11.16,12.23,12.57,2,78.9,6,5,1,2,69.8,0,0.9,1,1,3,1,2,1,0,20.8,0,3.26,4.0,2,3,2,0,2,4.8,1,0,0
14.0,2,11.24,11.81,17.13,13.82,0,100.0,3,1,1,2,94.4,0,8.1,0,0,0,1,2,1,1,16.8,0,1.6,3.0,2,3,4,0,0,5.0,0,0,0
13.0,2,9.0,11.11,13.31,11.53,8,72.8,2,3,1,1,49.9,0,8.2,1,1,0,1,1,1,0,20.8,0,1.58,3.0,2,3,4,1,2,8.0,0,0,1
16.0,4,14.34,14.9,13.23,13.78,2,78.2,4,7,1,2,56.6,0,3.1,0,1,2,3,3,1,0,20.8,1,1.47,4.0,2,5,4,0,0,5.5,0,0,0
12.0,1,14.73,16.23,12.08,14.73,1,72.7,2,1,3,0,72.7,0,16.6,0,0,1,3,0,1,1,16.1,1,0.15,3.0,2,5,4,0,3,6.8,0,0,0
13.0,1,20.0,15.12,12.49,18.51,1,80.1,3,1,2,0,79.4,0,7.7,0,1,0,2,2,1,0,20.8,1,0.52,3.0,2,4,3,0,0,7.0,0,1,0
13.0,1,9.94,13.05,13.62,12.27,1,72.2,4,9,1,1,61.5,0,4.8,1,1,0,0,2,0,1,27.8,0,2.75,3.0,3,3,3,1,1,5.9,0,0,0
13.0,2,9.21,16.85,9.82,11.3,2,82.1,0,3,2,2,96.1,0,12.4,0,0,0,3,2,3,1,17.7,1,0.86,3.0,1,2,4,1,0,9.5,0,0,0
13.0,1,8.61,11.14,11.33,9.88,4,62.4,6,6,1,1,51.3,0,1.2,2,2,0,0,3,1,0,20.8,0,4.01,1.0,3,2,2,0,1,5.3,0,0,0
16.0,5,9.51,6.64,13.22,10.61,5,70.8,6,3,1,2,59.0,1,9.6,1,1,3,4,1,3,0,20.8,0,0.17,3.0,4,1,4,0,1,5.7,0,0,1
16.0,5,11.29,10.56,12.86,12.35,4,82.5,5,7,0,2,79.7,0,4.6,1,0,0,1,2,2,0,20.8,0,1.57,4.0,4,5,3,0,2,6.3,0,1,0
13.0,1,11.6,5.9,8.23,7.92,1,79.9,6,12,0,1,76.5,0,7.7,2,0,1,0,1,2,0,20.8,1,8.03,3.0,2,3,4,1,2,6.1,0,1,1
13.0,1,8.06,16.87,9.11,11.07,0,79.3,3,4,0,0,76.2,0,5.0,1,1,0,2,3,1,1,17.1,0,1.26,3.0,2,2,5,0,2,3.9,0,0,0
16.0,4,10.06,11.59,8.89,10.14,4,80.1,12,1,0,2,69.6,1,7.8,1,1,1,3,2,1,0,20.8,1,0.26,2.0,4,3,3,1,1,5.9,0,1,1
14.0,3,12.89,14.95,15.73,15.32,1,85.9,1,2,2,1,100.0,0,4.1,1,1,1,1,2,1,0,20.8,0,5.85,3.0,2,3,4,1,2,8.4,0,0,0
16.0,5,18.4,19.66,17.72,18.77,0,90.1,4,0,2,0,69.6,0,13.1,0,1,3,4,2,0,0,20.8,0,0.43,4.0,3,3,4,0,0,5.8,0,0,0
16.0,5,14.23,7.82,14.68,13.43,0,70.0,7,5,1,1,75.1,0,6.6,1,1,1,2,3,1,0,20.8,1,7.81,1.0,3,2,4,1,0,7.1,0,1,0
15.0,3,14.89,15.23,9.84,13.0,4,71.3,6,5,2,0,87.9,0,11.8,0,0,3,1,3,1,0,20.8,1,2.11,4.0,4,2,3,0,1,5.3,1,0,0
14.0,2,11.12,15.58,16.12,14.8,0,80.7,1,4,2,2,90.8,0,9.8,1,1,0,0,0,3,0,20.8,1,3.78,4.0,3,2,3,0,0,8.7,0,0,0
14.0,2,15.44,15.24,15.71,15.13,1,84.4,4,1,2,2,88.7,0,7.4,0,1,0,0,2,3,0,20.8,1,1.3,4.0,2,5,4,1,0,6.8,0,0,1
14.0,2,14.99,16.72,17.81,16.87,0,77.3,2,2,2,0,68.0,0,3.8,0,0,0,3,2,2,0,20.8,1,3.55,4.0,2,3,4,0,0,8.9,0,1,0
16.0,4,7.79,8.67,10.17,8.84,0,66.8,7,3,0,1,32.5,1,9.2,2,0,0,1,4,0,0,20.8,1,0.59,3.0,5,1,1,1,1,5.4,0,1,0
14.0,3,9.05,9.49,7.72,8.61,4,56.2,5,7,1,1,33.7,0,3.1,1,0,0,3,1,3,0,20.8,0,7.47,3.0,3,1,2,1,1,7.3,0,0,0
15.0,3,18.98,15.06,16.49,17.3,0,88.0,2,2,1,0,81.1,0,12.3,0,2,0,1,2,1,0,20.8,1,2.05,3.0,2,3,4,0,3,8.2,0,0,0
13.0,2,5.55,3.06,1.89,2.88,2,51.5,12,13,0,1,69.6,1,1.3,2,0,1,1,3,0,1,27.2,0,2.06,1.0,5,1,2,1,1,7.1,0,0,1
16.0,4,11.04,6.87,4.82,7.51,6,77.1,4,8,0,1,45.9,0,5.8,2,0,0,2,3,1,1,22.3,1,1.96,3.0,4,4,2,0,1,5.0,0,0,0
14.0,3,9.92,3.42,4.83,5.66,2,56.6,21,6,0,1,59.6,0,9.7,2,0,0,1,1,0,0,20.8,0,1.86,4.0,5,1,2,1,2,4.9,0,0,1
15.0,4,10.27,12.33,15.27,12.92,5,63.8,7,8,2,1,62.6,1,10.7,1,1,0,3,1,0,0,20.8,0,3.26,4.0,4,2,1,1,2,6.9,0,0,1
12.0,1,10.48,13.77,8.59,10.69,1,90.2,8,9,1,2,72.6,0,9.1,1,0,3,0,2,3,1,22.0,1,0.1,4.0,4,2,3,0,0,7.1,0,1,1
15.0,3,12.23,7.61,3.1,7.78,3,51.2,11,10,0,1,40.4,0,6.9,2,0,0,5,1,3,1,22.8,1,2.87,2.0,3,1,3,1,1,5.2,0,0,1
13.0,1,6.58,12.08,10.06,10.01,3,55.1,3,8,1,1,65.5,0,6.5,2,0,0,1,1,1,0,20.8,0,6.64,3.0,3,2,2,1,1,4.7,0,1,0
13.0,2,12.82,12.71,17.23,13.72,1,80.6,6,2,2,1,74.8,0,7.6,1,1,2,3,3,1,0,20.8,0,4.09,3.0,2,3,3,0,2,6.9,0,0,0
15.0,3,12.08,7.67,9.69,10.56,1,75.1,2,4,1,0,69.6,0,8.3,1,0,3,2,3,0,0,20.8,0,4.84,2.0,2,1,2,1,0,7.4,0,0,1
15.0,3,6.17,10.98,12.49,9.18,5,73.9,10,11,1,2,47.2,0,3.7,2,0,0,1,3,1,0,20.8,0,5.11,3.0,3,1,2,1,1,7.6,0,0,1
14.0,3,13.63,16.52,17.09,16.11,2,89.3,1,0,2,2,91.9,0,11.5,0,0,3,1,2,3,0,20.8,0,0.76,5.0,1,3,3,0,0,9.5,0,0,0
16.0,4,12.79,11.92,12.86,12.02,6,88.8,6,6,1,1,44.0,0,4.8,1,0,1,2,1,1,0,20.8,1,3.24,2.0,3,1,4,1,2,5.9,0,1,0
14.0,3,14.62,16.53,12.96,14.4,0,100.0,2,2,1,0,93.6,0,7.7,0,1,0,0,0,1,0,20.8,1,2.53,5.0,2,3,4,1,2,7.6,0,0,0
13.0,1,14.45,13.22,12.59,13.35,3,89.0,2,2,1,2,93.4,0,7.9,1,1,2,2,2,1,0,20.8,1,0.55,4.0,2,4,3,0,0,7.2,0,0,0
15.0,3,3.61,10.27,5.61,6.61,1,64.6,9,8,0,1,29.9,0,7.2,2,0,0,1,1,4,0,20.8,0,2.28,4.0,3,2,4,1,1,6.0,0,1,0
13.0,2,17.83,16.91,19.23,18.06,0,95.6,1,1,1,2,93.4,0,8.1,0,0,3,2,0,1,0,20.8,0,0.63,5.0,1,3,3,0,2,8.2,0,1,0
17.0,5,8.71,18.97,13.94,13.69,1,92.5,5,6,2,2,88.7,0,6.0,1,1,3,0,3,3,1,19.9,1,1.06,4.0,4,1,3,1,0,7.3,0,0,0
17.0,5,7.8,12.62,10.89,9.94,2,71.9,1,1,0,1,81.8,0,12.2,0,2,0,1,3,3,0,20.8,0,1.86,2.0,3,2,3,0,0,6.0,1,1,0
16.0,5,10.73,13.91,17.84,13.99,0,94.2,7,1,2,2,63.9,0,3.3,1,1,0,1,3,1,0,20.8,0,3.43,4.0,4,3,2,0,2,7.4,0,0,0
13.0,1,10.57,10.09,12.56,11.2,1,76.2,7,4,0,1,62.8,0,8.4,1,1,0,2,2,0,0,20.8,1,3.01,2.0,4,4,3,1,2,7.5,0,1,0
13.0,1,11.74,8.03,14.22,11.63,0,77.0,4,6,1,0,74.8,0,6.5,1,0,3,0,3,3,0,20.8,1,1.28,4.0,2,2,4,1,0,7.2,0,0,1
15.0,4,5.2,7.74,11.24,7.88,3,54.8,3,8,1,1,58.8,1,7.9,2,0,2,2,3,1,0,20.8,1,3.01,1.0,4,2,2,1,1,5.7,0,0,0
17.0,5,15.45,14.49,12.62,13.95,1,83.9,2,1,1,0,75.1,0,14.8,0,0,0,1,2,0,0,20.8,1,2.73,2.0,3,2,3,0,2,7.1,0,0,0
17.0,5,5.69,6.93,11.49,7.87,5,56.8,11,11,0,1,33.3,1,5.6,2,1,0,0,1,1,0,20.8,0,2.34,2.0,4,1,1,0,2,6.0,1,0,0
16.0,4,11.9,13.25,11.75,12.9,2,89.9,6,6,2,2,94.6,1,7.9,1,0,1,0,3,0,0,20.8,0,2.3,3.0,3,3,3,1,0,6.5,0,0,0
15.0,4,6.58,10.03,12.15,10.41,1,65.1,6,7,0,1,52.0,0,10.5,1,1,3,0,1,2,0,20.8,1,1.43,4.0,4,1,2,0,2,5.7,0,1,1
14.0,3,9.09,11.51,6.67,9.06,3,74.1,3,3,1,1,76.2,0,8.1,1,1,0,3,1,1,0,20.8,1,2.31,2.0,4,4,2,1,1,7.9,0,0,0
16.0,4,16.4,17.95,19.68,18.31,0,76.2,3,0,2,0,100.0,0,8.4,0,1,1,1,2,1,0,20.8,1,0.1,4.0,3,4,5,1,0,7.5,1,1,0
15.0,4,10.72,12.87,9.21,10.92,0,82.5,7,4,2,2,76.5,0,4.6,1,1,0,2,2,1,1,23.3,0,6.32,5.0,3,2,5,0,2,7.2,1,0,0
14.0,2,19.91,17.1,13.63,16.56,0,91.7,1,0,1,0,69.6,0,7.6,0,1,1,1,2,0,0,20.8,1,4.7,5.0,3,5,4,1,0,7.7,0,1,0
14.0,3,15.89,17.19,13.42,14.89,1,84.7,3,1,2,2,85.4,0,16.4,0,0,3,4,0,0,0,20.8,1,2.51,4.0,3,2,3,0,0,6.3,0,1,0
14.0,2,14.17,14.31,14.92,15.97,2,94.9,3,7,3,2,69.6,1,0.2,0,1,3,1,2,1,0,20.8,1,3.36,1.0,3,4,2,0,2,7.2,0,0,1
15.0,4,13.33,11.7,8.73,10.99,1,60.8,3,5,0,0,82.0,1,8.3,1,1,0,1,3,1,0,20.8,1,5.4,3.0,4,3,1,0,2,6.9,0,0,0
15.0,3,12.65,6.86,14.43,11.27,4,66.9,8,5,1,1,53.8,0,8.1,1,1,1,1,1,1,0,20.8,0,7.02,2.0,4,1,2,1,1,6.8,0,1,0
14.0,3,18.32,16.14,15.52,16.12,0,98.5,3,0,2,0,86.5,0,4.1,0,1,3,2,0,3,0,20.8,1,2.78,3.0,1,3,4,0,2,6.7,0,0,0
15.0,3,6.51,2.57,6.76,5.82,4,54.5,8,5,0,2,27.7,1,4.8,2,0,0,0,3,1,1,23.6,0,2.7,2.0,4,1,1,1,3,6.5,0,0,1
15.0,4,8.13,8.5,10.81,8.73,6,80.3,8,9,0,1,62.4,0,7.6,2,1,0,1,1,3,1,16.1,1,1.32,4.0,5,1,3,0,2,6.6,0,1,1
16.0,4,7.7,4.22,8.06,6.55,5,60.5,9,7,0,1,56.2,1,2.1,2,1,0,0,1,0,0,20.8,0,2.96,3.0,4,2,3,0,1,5.8,0,0,0
17.0,5,7.47,6.96,7.61,7.18,3,74.2,2,7,0,1,33.0,0,5.9,1,1,0,2,1,1,1,17.9,1,1.18,3.0,4,2,3,1,2,6.6,1,0,0
13.0,2,7.14,5.92,14.3,9.33,0,66.8,5,7,1,2,59.4,0,9.5,2,1,0,1,1,3,0,20.8,0,0.73,3.0,4,2,2,0,1,5.3,1,0,0
17.0,5,10.59,14.75,12.74,13.72,0,93.8,2,5,2,2,57.0,1,7.2,1,1,0,1,3,2,0,20.8,1,1.73,4.0,4,3,4,0,2,6.4,1,1,0
17.0,5,20.0,17.73,19.14,18.94,0,100.0,3,0,2,0,76.9,0,10.2,0,0,2,1,0,3,0,20.8,1,5.13,4.0,3,3,5,0,0,7.4,0,1,0
12.0,1,11.59,12.89,9.58,11.07,2,84.2,7,4,1,2,66.8,0,2.8,0,0,1,1,2,0,1,19.8,1,0.1,4.0,2,3,3,0,2,7.8,0,1,0
16.0,4,3.85,8.26,9.6,7.9,3,78.7,5,9,0,1,63.4,1,5.4,2,1,2,3,1,0,0,20.8,0,2.1,2.0,4,3,4,1,1,5.0,0,0,0
17.0,5,5.14,6.78,5.4,5.4,4,78.7,8,5,1,2,40.7,0,1.8,2,0,1,0,1,3,0,20.8,0,1.32,1.0,4,1,2,1,1,5.8,0,0,0
15.0,4,15.79,15.38,17.62,15.85,2,93.4,1,2,1,2,86.2,0,13.3,0,1,3,5,2,1,0,20.8,1,3.75,3.0,3,4,4,0,2,6.3,0,0,0
16.0,4,5.4,7.64,11.39,8.03,4,64.0,6,12,0,1,69.6,0,11.3,1,1,0,1,3,3,0,20.8,1,0.57,4.0,3,3,2,1,1,5.8,0,0,1
14.0,3,9.35,11.15,14.46,11.24,4,79.7,2,4,1,1,37.2,0,5.3,1,0,0,2,1,1,1,26.2,0,0.26,3.0,2,3,4,1,1,6.5,0,0,0
14.0,2,9.8,13.1,11.43,11.98,1,92.8,4,3,0,1,47.4,0,10.1,1,1,3,1,2,0,0,20.8,0,1.82,3.0,4,3,2,0,0,7.3,1,1,0
13.0,1,16.35,16.09,16.26,15.78,0,71.9,5,3,2,0,88.0,0,8.1,0,1,3,1,0,3,0,20.8,1,3.3,4.0,4,3,4,0,2,6.9,0,0,0
14.0,3,5.63,6.98,4.86,7.28,5,53.2,9,6,1,1,44.1,0,5.4,2,0,0,2,1,1,0,20.8,1,2.22,2.0,4,1,2,0,1,4.6,1,1,0
14.0,3,13.11,5.14,7.08,8.41,4,54.4,4,15,0,2,58.5,0,8.1,1,1,0,0,1,3,0,20.8,1,3.3,1.0,4,1,4,1,1,6.1,0,1,0
13.0,1,5.81,6.93,12.73,7.94,2,67.2,6,7,0,2,48.9,1,3.8,1,0,3,2,3,1,1,20.8,1,1.07,1.0,5,2,3,1,1,7.3,0,0,0
12.0,1,6.2,4.45,5.55,5.08,7,48.7,11,11,0,1,38.2,0,3.3,2,0,0,0,3,0,0,20.8,0,0.88,1.0,3,2,2,1,1,4.3,0,0,1
13.0,1,14.82,14.12,15.5,14.48,1,84.2,2,2,1,0,90.1,0,8.1,0,0,0,2,2,1,1,11.2,1,0.57,3.0,2,4,5,1,0,5.9,0,0,0
16.0,5,12.02,12.17,10.25,11.58,1,87.8,6,6,1,0,44.9,0,4.5,1,1,0,0,3,1,1,26.0,1,1.36,4.0,4,2,2,0,0,6.2,0,0,0
13.0,1,7.95,13.28,14.83,11.48,2,76.6,8,5,2,2,69.6,0,4.8,1,0,0,2,3,0,1,13.3,1,0.72,2.0,5,2,3,0,0,5.7,0,0,0
12.0,1,10.9,13.05,8.65,11.43,2,91.3,4,10,2,1,98.2,0,9.3,0,0,0,4,3,1,0,20.8,0,2.21,1.0,3,3,2,1,2,6.4,0,0,0
13.0,2,17.05,18.01,20.0,18.71,0,97.8,1,0,2,0,88.2,0,9.9,0,0,0,5,2,1,0,20.8,1,1.0,3.0,3,4,5,0,0,7.2,0,1,0
12.0,1,9.65,13.92,12.54,12.45,1,78.5,6,5,1,0,82.3,0,7.8,1,0,0,1,3,1,1,20.2,1,1.35,4.0,5,3,2,0,3,6.9,0,1,0
15.0,3,10.67,9.71,7.64,10.07,0,72.1,12,8,0,1,73.5,0,8.7,2,1,0,0,1,3,1,34.7,1,0.91,3.0,4,4,4,0,2,5.1,1,0,0
15.0,4,15.77,15.56,16.97,16.04,1,81.7,2,2,2,0,77.1,0,15.3,0,1,3,1,2,1,0,20.8,1,3.28,4.0,2,5,3,0,0,6.6,0,0,0
14.0,3,9.77,16.11,20.0,14.95,1,95.0,0,4,2,2,85.4,0,6.4,0,0,0,2,2,3,0,20.8,1,1.75,4.0,2,4,2,0,2,6.7,0,1,0
17.0,5,13.2,14.52,16.03,14.97,2,91.5,2,2,2,2,89.0,0,10.1,0,1,3,2,2,1,1,10.5,1,1.95,4.0,1,2,1,1,2,8.5,0,1,0
12.0,1,8.02,9.15,6.44,8.23,1,69.1,5,10,0,1,24.0,0,3.3,2,1,3,1,1,1,0,20.8,0,3.84,2.0,4,2,1,0,1,6.8,1,0,0
17.0,5,9.75,12.9,15.66,13.39,0,71.2,3,1,2,1,59.8,0,18.3,1,1,3,1,3,1,1,11.9,1,1.25,3.0,4,4,4,1,0,5.2,0,0,0
12.0,1,10.15,19.71,14.29,15.44,5,79.0,1,3,2,1,60.7,0,8.9,0,0,3,0,2,1,0,20.8,1,0.94,2.0,2,2,3,0,2,7.4,0,0,0
13.0,1,13.25,11.49,6.29,10.92,5,66.0,3,10,0,1,69.6,0,5.9,1,0,0,3,3,1,0,20.8,1,0.3,3.0,5,3,1,0,2,4.8,0,1,0
17.0,5,11.34,19.85,16.39,16.38,0,87.8,1,0,2,0,77.3,0,13.7,0,1,0,1,2,2,0,20.8,1,10.87,4.0,3,4,4,0,0,7.3,0,0,0
16.0,4,15.7,20.0,20.0,18.17,1,83.4,2,3,2,2,84.1,0,7.1,0,0,0,3,4,1,0,20.8,1,1.06,2.0,3,4,5,0,0,6.3,0,1,0
16.0,4,9.55,9.61,10.39,8.56,2,80.5,6,8,0,2,50.1,0,6.2,2,0,0,2,3,3,0,20.8,1,0.33,3.0,4,2,4,0,1,5.2,0,0,0
13.0,2,12.44,11.3,19.34,14.19,4,83.4,2,2,2,0,69.6,0,6.6,0,1,0,2,4,4,0,20.8,1,3.87,4.0,2,3,4,1,0,7.4,0,1,0
16.0,5,19.86,14.82,17.46,17.15,2,86.8,5,4,2,0,87.2,1,4.6,0,1,0,0,2,2,0,20.8,1,1.5,1.0,2,4,5,0,2,7.8,0,0,0
13.0,1,17.96,18.1,16.59,17.71,0,83.7,2,2,2,0,99.7,0,9.3,0,1,0,1,2,0,1,15.8,0,1.72,5.0,2,4,2,0,2,9.8,0,0,0
16.0,4,10.31,5.79,5.4,7.65,5,62.9,7,12,0,1,37.2,0,5.6,2,2,0,1,3,3,1,22.6,0,1.08,2.0,2,2,2,1,1,5.3,0,0,1
16.0,5,12.24,9.05,8.03,10.17,6,63.0,4,9,2,1,43.5,1,8.4,2,1,0,4,1,1,1,28.2,1,0.47,2.0,4,2,4,1,2,5.3,0,1,0
14.0,2,8.68,11.32,5.57,8.83,2,69.2,4,6,1,2,61.9,1,5.1,1,0,3,1,1,1,0,20.8,1,4.59,4.0,3,2,2,1,2,5.9,0,1,1
15.0,3,5.55,4.5,6.34,5.57,3,64.6,12,13,0,2,67.6,0,8.1,2,0,0,1,1,0,1,16.1,1,3.54,1.0,5,2,1,0,3,4.2,0,0,0
12.0,1,17.0,15.27,20.0,17.57,0,96.7,0,2,2,0,95.5,0,10.6,0,1,3,2,2,1,0,20.8,1,0.23,4.0,1,4,5,0,0,7.7,0,0,0
16.0,5,9.33,9.69,9.32,9.49,2,79.5,11,9,0,2,53.4,0,2.4,1,1,3,5,3,3,1,23.2,0,2.48,3.0,5,2,2,0,1,6.8,1,1,0
14.0,2,3.43,9.67,10.82,7.95,2,50.4,11,7,0,1,31.4,1,2.6,2,1,1,2,3,3,1,16.0,1,1.53,3.0,4,2,2,1,1,5.0,0,0,1
14.0,2,8.07,11.16,8.54,8.82,0,64.6,3,7,1,2,52.0,0,4.7,1,1,3,1,3,1,0,20.8,1,0.72,4.0,2,4,2,1,0,7.4,0,0,0
15.0,3,10.5,4.97,4.95,6.79,0,59.3,9,8,0,1,33.0,1,3.6,2,0,3,3,1,1,1,28.9,0,2.24,3.0,4,2,1,1,2,5.1,1,0,0
13.0,1,17.29,17.67,14.34,16.43,0,94.6,2,3,1,2,91.7,1,6.2,0,0,1,1,2,3,0,20.8,1,0.1,3.0,1,3,5,1,0,7.9,0,1,1
12.0,1,15.9,15.96,10.95,14.26,6,62.5,8,6,2,2,63.1,1,11.4,0,0,1,1,3,0,1,13.0,0,1.15,2.0,5,2,3,0,2,7.0,0,0,0
14.0,2,20.0,15.08,20.0,18.06,1,96.6,3,1,2,0,83.2,0,8.5,0,0,3,3,2,1,0,20.8,1,0.88,2.0,2,4,2,0,0,6.6,0,0,0
15.0,4,5.03,8.72,6.92,7.25,8,64.4,8,3,1,1,50.3,1,6.5,2,0,0,1,1,4,1,30.9,0,5.52,2.0,2,3,1,1,1,6.2,0,0,1
13.0,1,13.59,12.6,8.68,12.01,4,68.1,4,4,1,1,69.6,0,6.8,1,1,0,1,3,4,0,20.8,1,1.38,4.0,3,4,1,0,2,5.5,0,0,0
13.0,2,8.32,7.34,13.26,10.36,3,71.2,7,9,0,1,39.0,0,9.3,2,1,1,1,3,1,0,20.8,1,1.34,3.0,5,2,2,1,2,5.3,0,0,1
16.0,4,8.16,3.21,6.78,6.09,2,68.8,8,6,0,1,42.5,0,11.1,2,0,2,4,3,3,0,20.8,1,2.83,1.0,4,4,1,1,2,4.2,0,0,0
12.0,1,16.3,20.0,12.97,17.1,0,100.0,0,0,2,0,100.0,0,8.9,0,1,2,3,0,1,1,9.2,0,1.96,4.0,4,3,4,0,0,7.6,0,0,0
15.0,3,16.84,19.4,13.74,16.48,0,95.0,2,0,2,0,100.0,0,11.8,0,1,0,1,2,1,0,20.8,1,2.99,5.0,2,4,4,1,2,7.8,0,1,1
